CasoPeorBurbujaNormal;CasoMedioBurbujaNormal;CasoMejorBurbujaNormal;CasoPeorSeleccionDirectaNormal;CasoMedioSeleccionDirectaNormal;CasoMejorSeleccionDirectaNormal;CasoPeorMezclaNormal;CasoMedioMezclaNormal;CasoMejorMezclaNormal;CasoPeorBurbujaVolatile;CasoMedioBurbujaVolatile;CasoMejorBurbujaVolatile;CasoPeorSeleccionDirectaVolatile;CasoMedioSeleccionDirectaVolatile;CasoMejorSeleccionDirectaVolatile;CasoPeorMezclaVolatile;CasoMedioMezclaVolatile;CasoMejorMezclaVolatile;
  258500;  394000;   66300;  437200;  432100;  419100;   22900;   35700;   19700;  241200;  386800;   94700;  422500;  424900;  420100;   37500;   35000;   31400;
  272100;  391500;   77200;  544000;  425800;  422900;   25900;   37400;   19600;  241400;  371300;   95000;  427700;  425000;  421600;   42900;   34400;   31400;
  302300;  401800;   81900;  451600;  432300;  421100;   21900;   26300;   20300;  240300;  450700;   95500;  422200;  429000;  439400;   35300;   34500;   32400;
  258800;  399700;   83200;  475000;  430100;  426100;   21800;   26100;   19700;  241500;  388800;   96000;  427100;  429200;  429500;   37100;   33500;   32000;
  279100;  383300;   66600;  474000;  429400;  428000;   22300;   25600;   19400;  243900;  391500;  126700;  423900;  432300;  427300;   36700;   34000;   30100;
  242600;  391400;   66900;  735900;  432000;  423500;   21900;   28400;   33200;  245200;  388500;   95100;  426400;  452500;  424600;   31900;   32700;   32000;
  266400;  395500;   87900;  430400;  437800;  428400;   22800;   33000;   20800;  243600;  403300;   95900;  493900;  432300;  428100;   35200;   41000;   39700;
  263700;  393000;   83700;  473600;  432800;  427400;   22100;   38300;   21300;  243000;  405100;   96400;  429200;  434500;  430000;   34900;   35500;   32300;
  280900;  402600;   67300;  446000;  436000;  430500;   23600;   41900;   19400;  245100;  394000;   96800;  432000;  438200;  428500;   34400;   34400;   34400;
  350400;  402800;   71700;  444800;  437000;  435000;   22400;   35500;   19200;  248000;  391600;   96800;  428400;  436400;  432800;   43500;   35300;   32300;
  338600;  450700;   77100;  431000;  513300;  433100;   24400;   27100;   19900;  247000;  394500;   97500;  433200;  440200;  428600;   36500;   34600;   30400;
  254200;  438000;   68000;  440500;  435800;  433400;   34900;   25600;   20200;  246900;  404500;   97400;  434700;  440800;  442400;   41300;   35700;   30700;
  249000;  455700;   69400;  435000;  441200;  435500;   25000;   25200;   20700;  247900;  399300;   97500;  435000;  441800;  433900;   39300;   37400;   32300;
  248700;  446500;   68300;  443000;  444700;  439500;   22400;   25200;   18900;  260600;  402000;  100100;  440500;  443700;  438800;   42200;   35300;   31900;
  255300;  454100;   68600;  437700;  443000;  437200;   21900;   25500;   19500;  250800;  406100;   98200;  435200;  444600;  434700;   46300;   34000;   31900;
  240400;  446100;   68600;  437400;  448400;  439700;   25700;   26000;   19900;  270900;  392800;   98400;  444000;  444700;  438100;   36500;   33700;   33000;
  247400;  456800;   68800;  444500;  446100;  436900;   22800;   25500;   19500;  259000;  403800;   98500;  442100;  445900;  440500;   34600;   34300;   30800;
  261300;  452100;   70200;  437200;  448400;  441800;   24200;   26500;   20700;  262300;  408400;   98800;  438900;  445400;  451600;   37900;   36100;   30400;
  249800;  465200;   72400;  446900;  449600;  438300;   22000;   26600;   21100;  252400;  401400;   99100;  444700;  451300;  461600;   36700;   33400;   34000;
  250900;  455000;   69500;  440200;  450400;  441800;   23200;   27100;   20000;  245400;  415700;   99400;  445400;  447800;  441200;   35200;   34400;   37900;
  254500;  456400;   69700;  450100;  451900;  447500;   22300;   28900;   19600;  252500;  404700;  100000;  440700;  451900;  463600;   36300;   34300;   35800;
  293000;  453400;   70100;  446500;  454900;  445200;   22400;   35000;   18800;  253200;  423800;   99700;  448800;  454800;  446800;   34900;   34200;   31600;
  254200;  478100;   70100;  450700;  453100;  445800;   22800;   25900;   21000;  252400;  410300;   99800;  449600;  459300;  470600;   34300;   46600;   32800;
  253500;  456300;   71600;  449600;  455500;  444900;   22800;   26600;   18800;  254200;  417100;  101300;  448400;  457300;  452200;   34100;   34700;   32500;
  254600;  450100;   70600;  454700;  456300;  470700;   23000;   26200;   20100;  254800;  412200;  100700;  447100;  456800;  450900;   36100;   35100;   31800;
  260800;  495400;   70600;  450900;  460500;  449100;   25600;   26100;   20300;  257400;  416800;  101700;  451700;  476200;  449900;   35300;   36100;   30300;
  256600;  405400;   70900;  455800;  458500;  480200;   23900;   25500;   29800;  257900;  408600;  100800;  458000;  456000;  453100;   35100;   32700;   32600;
  259400;  426300;   72100;  528700;  463400;  458100;   23600;   26400;   36600;  259500;  412600;  101900;  465600;  460000;  457500;   39500;   32400;   32600;
  492700;  418100;   85600;  456500;  457800;  453600;   22600;   26400;   47000;  255200;  418200;  101900;  456400;  459000;  454600;   36400;   36500;   32100;
  250100;  418600;   97300;  459700;  462300;  464300;   23000;   25400;   37200;  259500;  419100;  102200;  455900;  463300;  475200;   35100;   35200;   32600;
  249600;  427200;   99400;  467100;  466000;  460100;   22200;   25700;   38100;  251000;  414600;  102300;  455500;  459900;  466200;   35600;   40400;   40000;
  256500;  425700;   95900;  456600;  463300;  457400;   22600;   27200;   41900;  259200;  418700;  101900;  457500;  462600;  468000;   35000;   34900;   46800;
  259200;  425900;   98500;  456800;  465600;  456000;   22100;   38400;   35200;  263000;  416700;  132600;  459300;  464600;  458400;   36900;   35000;   40400;
  253200;  442800;  105200;  461000;  465000;  462400;   25400;   26300;   37100;  262000;  421300;  104200;  467600;  469800;  462700;   35800;   34900;   41400;
  258900;  429900;   99900;  466400;  468000;  461800;   23300;   26800;   38000;  266100;  418000;   98200;  464100;  465700;  461100;   35600;   33700;   48800;
  260900;  422500;   74500;  463700;  470600;  464600;   24300;   27400;   38000;  264600;  417700;   83600;  460300;  473100;  500900;   35200;   43900;   44000;
  263700;  426600;   72400;  461200;  468600;  460200;   34400;   25300;   38100;  261800;  429600;   93100;  460000;  471300;  474300;   36200;   35300;   31400;
  261200;  445500;   72600;  465000;  473600;  470700;   24900;   27800;   37300;  266700;  434400;   84000;  462200;  474200;  483600;   49300;   35000;   32100;
  266000;  426300;   72700;  468500;  474200;  468000;   26300;   26200;   39000;  265800;  425400;   84300;  465600;  470700;  479300;   36300;   35100;   32200;
  264500;  437900;   72900;  467200;  478400;  467900;   23200;   27000;   41400;  265800;  476100;   87400;  467900;  472600;  491200;   37300;   34800;   31900;
  291700;  453400;   73200;  473700;  477000;  470500;   23000;   26100;   49600;  266000;  464000;   84900;  470000;  473800;  474900;   36400;   35100;   32300;
  268200;  445300;   73500;  470300;  479700;  470300;   23600;   26400;   39200;  266600;  410000;   94300;  506400;  477800;  480300;   36000;   35200;   31200;
  269300;  468900;   74000;  471400;  479100;  472200;   23200;   27300;   38600;  269800;  423400;   90000;  469200;  476200;  467900;   38300;   34300;   32000;
  262000;  460400;   74500;  487300;  482500;  482300;   23000;   27500;   40400;  271300;  423100;   93000;  476000;  482400;  475800;   37500;   33900;   34900;
  266200;  451600;   74300;  481600;  501800;  481700;   23200;   26700;   40300;  269200;  429400;  105500;  471200;  479700;  474900;   36500;   37800;   33300;
  267300;  439000;   76700;  475900;  483500;  473300;   23900;   26600;   42900;  271700;  432300;  105600;  490600;  480100;  477800;   38700;   36600;   36000;
  270900;  425600;   77700;  473900;  482900;  474000;   24500;   26900;   41000;  271000;  432300;  105600;  476200;  481100;  476500;   44700;   35500;   36400;
  269300;  445100;   76100;  474000;  483700;  478800;   25700;   26200;   42900;  273100;  415900;  106200;  481000;  485100;  479600;   44600;   35200;   33000;
  272300;  438300;  152700;  481400;  491000;  481500;   23600;   27600;   56800;  272200;  477000;  106400;  478600;  484300;  481300;   42600;   36800;   37800;
  272400;  432700;   74700;  478000;  492100;  483000;   23900;   30400;   72300;  274100;  463600;  106900;  483700;  485300;  483100;   38600;   38000;   33900;
  273500;  428500;   77100;  479900;  490100;  481900;   23900;   37300;   40400;  274600;  471600;  107500;  485200;  487300;  480100;   41200;   35700;   32500;
  274400;  444000;   75000;  481700;  485400;  488400;   23500;   34100;   39100;  276400;  494100;  107100;  480800;  486600;  480800;   41000;   36000;   35200;
  274100;  431500;   75400;  485600;  488800;  483300;   23200;   27300;   35500;  274200;  459400;  108600;  483600;  486500;  484700;   40400;   34700;   38300;
  276500;  435000;   75700;  485800;  488500;  483400;   23500;   28100;   31600;  279200;  502000;  108100;  484300;  495300;  484800;   37100;   35200;   35100;
  275700;  445600;   76000;  486600;  493800;  484700;   23500;   29400;  175100;  276800;  461800;  108100;  485300;  490600;  489800;   40000;   43200;   40000;
  277400;  448800;   76400;  488900;  495200;  486900;   23200;   28200;   39700;  277300;  433100;  108500;  492100;  495400;  485900;   41100;   37500;   33600;
  277700;  444300;   77000;  489300;  493600;  487100;   24100;   29000;   40300;  280200;  449900;  108800;  486900;  491600;  490500;   38900;   41900;   32900;
  279100;  449900;   78100;  491200;  497700;  493600;   24100;   27700;   51800;  293900;  454000;  108600;  491100;  509900;  490500;   37300;   42300;   34200;
  273700;  474700;   79200;  494200;  521200;  502900;   43600;   26800;   76100;  278200;  446300;  109100;  491700;  506200;  500900;   37200;   61600;   33900;
  280200;  490700;   81900;  495300;  497700;  492300;   37400;   27000;   44100;  280100;  447700;  109400;  507100;  520000;  496100;   40100;   44500;   35300;
  280500;  496700;   81000;  596700;  502300;  495000;   37600;   28200;   42200;  282200;  427900;  109100;  492500;  501000;  493000;   37900;   41400;   31700;
  282600;  452600;   82500;  562400;  502900;  496400;   40800;   41500;   38700;  280700;  462600;  110800;  514100;  502700;  492000;  116700;   41000;   34400;
  280000;  467600;   78700;  533300;  507000;  497000;   46500;   25600;   39800;  282000;  435600;  110400;  527100;  507100;  497200;   52900;   49600;   34000;
  282600;  494600;   79800;  664000;  502900;  500600;   37700;   32600;   39200;  283400;  448400;  110300;  497900;  599000;  497600;   60600;   40900;   33900;
  317300;  503800;   77700;  515700;  509400;  496000;   37200;   23800;   40100;  304200;  448200;  111000;  499300;  551600;  505500;   57100;   55000;   45300;
  281000;  498900;   78700;  554800;  506000;  501900;   35800;   26000;   40000;  286100;  447700;  111100;  498200;  518800;  499900;   56600;   50400;   34900;
  282600;  518500;   78900;  546500;  509600;  502400;   36800;   23800;   39800;  284300;  454300;  111100;  525300;  636600;  501700;   60700;   52200;   32700;
  324100;  488500;   79600;  555300;  514500;  505300;   41200;   24000;   81700;  286600;  453300;  111600;  501700;  557500;  505900;   77200;   50500;   33600;
  283700;  498500;   79700;  591900;  510100;  505200;   43800;   23300;   38500;  301900;  449300;  111200;  505000;  547300;  538500;   49900;   59400;   34500;
  287900;  454800;   79800;  565000;  512400;  505100;   41100;   23500;   38500;  287900;  450900;  112100;  516300;  529300;  508700;   41800;   54100;   34000;
  289200;  517600;   80900;  551200;  516000;  510100;   37900;   23800;   46700;  289800;  464000;  114600;  505000;  569500;  545800;   40900;   54500;   34900;
  283400;  513800;   85000;  564100;  515000;  511000;   37300;   23100;   30000;  301000;  458600;  112400;  506800;  567300;  519400;   40600;   57800;   36600;
  289100;  524900;   85500;  558600;  516300;  505700;   38600;   23700;   21300;  291800;  442900;  112800;  506400;  587200;  510000;   41500;   49500;   43300;
  290200;  478000;   87500;  588900;  534400;  511100;   39600;   23300;   43400;  290400;  459600;  113200;  529300;  560900;  522500;   40900;   42500;   40700;
  291800;  460700;   80200;  562400;  516100;  512700;   37700;   23800;   21300;  300300;  473400;  113600;  511800;  631900;  511900;   39900;   44700;   35900;
  293400;  509100;   87000;  552000;  521000;  517800;   39200;   23600;   20600;  292900;  449800;  115400;  548700;  575700;  560900;   44800;   35800;   34000;
  294100;  520600;   83500;  551200;  523000;  513500;   44000;   23400;   20900;  292600;  459500;  114200;  523400;  557100;  662400;   62100;   36800;   38600;
  288200;  531100;   80300;  564800;  523400;  518300;   51400;   23700;   26800;  294300;  464700;  114700;  515200;  556700;  568500;   42700;   47300;   35700;
  292500;  527700;   82500;  552300;  520800;  516900;   47900;   24400;   21000;  299300;  459300;  116300;  527600;  554700;  522100;   45400;   46800;   33900;
  293800;  522000;   81000;  585200;  525800;  517800;   38500;   24400;   21800;  296400;  474700;  115000;  518500;  576100;  523200;   59100;   42300;   34000;
  296900;  513400;   81300;  561600;  524000;  519300;   36200;   24300;   20900;  295300;  466900;  114600;  643800;  589100;  518900;   42200;   37700;   34500;
  300500;  511000;   81000;  575400;  527800;  525600;   40400;   24400;   21600;  301800;  464900;  115900;  548100;  572600;  523500;   49200;   37800;   35000;
  300800;  497400;   81800;  562500;  531400;  522100;   40800;   23600;   21400;  295700;  475200;  115300;  548600;  593800;  519600;   42400;   37200;   34100;
  297100;  506700;   86100;  558600;  527400;  526100;   44200;   23600;   33300;  300500;  471900;  115900;  526200;  538700;  534100;   42500;   38000;   34200;
  299600;  490700;   82700;  590300;  528900;  523600;   39500;   23800;   22300;  305900;  471000;  115500;  558900;  538600;  520700;   42500;   39300;   35000;
  301300;  471000;   83100;  574600;  532300;  524100;   41700;   23700;   21600;  300400;  471700;  116700;  525000;  598200;  526700;   49200;   39200;   35400;
  300500;  466700;   89300;  603600;  535500;  524900;   43100;   23800;   21800;  299000;  463300;  116800;  526100;  560400;  525400;   47700;   40000;   34700;
  304700;  507900;   83300;  568400;  537000;  553500;   40700;   24300;   33800;  305200;  503900;  116500;  529500;  546500;  525100;   39500;   44700;   40800;
  303300;  537300;   83400;  629000;  538400;  557600;   41000;   24100;   33100;  299400;  461700;  117000;  529200;  544600;  529400;   41300;   54100;   33300;
  302200;  489500;   84500;  534400;  535700;  553200;   36900;   25500;   30000;  302100;  469100;  117400;  536600;  545700;  529100;   38100;   37400;   33100;
  303400;  485500;   83400;  537200;  543200;  540100;   40700;   24100;   21200;  303100;  483000;  118300;  531900;  548500;  532200;   36800;   38100;   35900;
  304600;  504700;   86400;  535500;  543200;  536500;   40500;   25100;   21600;  319200;  483600;  117700;  535400;  549000;  532400;   40900;   66600;   35100;
  306100;  536900;   84400;  542900;  543300;  596400;   52000;   28500;   21800;  304000;  477400;  118400;  535800;  550100;  541600;   38600;   45900;   36600;
  306700;  524700;   85000;  540300;  542500;  710000;   54700;   25200;   21900;  304600;  478200;  118600;  542600;  550200;  532800;   40300;   51900;   36100;
  308200;  538800;   92900;  538500;  543300;  571500;   48000;   23700;   21800;  304000;  491700;  118600;  538400;  550800;  538800;   46700;   56400;   35300;
  307400;  531200;   85100;  555200;  545900;  599100;   38600;   23700;   22100;  307900;  484300;  120000;  537800;  553000;  541200;   42300;   57500;   44100;
  309400;  470900;   85000;  540900;  548000;  537500;   38900;   24000;   22100;  309300;  474300;  119900;  540200;  555500;  541300;   38100;   41900;   46600;
  315600;  511100;   85000;  540600;  549900;  541300;   39900;   36100;   22700;  308100;  477300;  119700;  544100;  559900;  538500;   40800;   42900;   38600;
  311200;  543000;   86200;  544200;  552500;  540800;   41700;   23800;   30900;  310000;  487700;  120200;  543900;  561600;  556200;   46100;   42100;   38400;
  301200;  516200;   85500;  542500;  553400;  549900;   41900;   24000;   25100;  312000;  492600;  120100;  547400;  557300;  552700;   40700;   39200;   51100;
  312100;  478900;   86000;  548700;  551300;  543000;   42400;   24900;   22100;  311100;  486800;  120500;  548500;  564200;  543000;   41500;   40200;   43200;
  307100;  503500;   85400;  544200;  556600;  543400;   40000;   24700;   21900;  313500;  493000;  120800;  548500;  561300;  544800;   40400;   46300;   36900;
  312200;  485100;   85000;  549500;  557400;  546700;   42500;   24600;   22800;  311200;  475800;  121400;  589000;  566600;  544000;   39300;   41100;   37900;
  309900;  517200;   85000;  548800;  574500;  552000;   43500;   24700;   42200;  314300;  561500;  122400;  570400;  566500;  548400;   39600;   68500;   36100;
  297900;  505200;   85200;  553500;  593100;  550500;   41600;   26000;   43800;  314400;  514900;  121600;  556700;  573400;  549800;   39800;   64800;   36800;
  298500;  502200;   92700;  553100;  571300;  550200;   39300;   23700;   52200;  315300;  526100;  121500;  549100;  571100;  554500;   39700;   63800;   35600;
  300100;  523900;  101300;  554300;  582100;  554000;   39500;   24500;   52300;  314400;  561300;  121800;  551800;  560200;  551700;   39200;   63200;   35900;
  302700;  497100;   87700;  557000;  569900;  553300;   39600;   24800;   46000;  319500;  556900;  122700;  557200;  559400;  557800;   37800;   64400;   37500;
  301300;  488900;   85900;  557800;  614100;  557700;   40800;   24300;   50400;  318500;  549000;  122400;  554200;  564700;  554500;   39100;   63200;   35500;
  303800;  489300;   86000;  561400;  569900;  557100;   40700;   30600;   44300;  319100;  514000;  123000;  555800;  562800;  556700;   37500;   85900;   36800;
  305200;  506900;   86300;  558900;  579700;  558400;   48100;   24400;   49300;  319900;  704200;  122900;  557600;  566800;  557300;   38200;   65600;   36000;
  304200;  503300;   86500;  559800;  578700;  562000;   41200;   24700;   47300;  321200;  530000;  125000;  562400;  564900;  559600;   39700;   63300;   36300;
  305400;  497800;   86700;  564400;  564600;  558700;   41400;   24700;   47500;  320400;  609500;  123300;  562600;  592000;  560000;   50300;   63900;   34600;
  305600;  490000;   86900;  563500;  571700;  562100;   42000;   25200;   47300;  322700;  584200;  124000;  563100;  570200;  560400;   44800;   62000;   35900;
  307300;  503400;   87100;  565200;  568300;  565200;   38700;   24500;   46400;  324900;  628400;  124200;  566800;  570900;  566400;   40000;   64800;   36500;
  306400;  508100;   88700;  564000;  579500;  584500;   40300;   24700;   46000;  325300;  510600;  124200;  565100;  572900;  566900;   39100;   68400;   37500;
  305900;  507800;   94900;  642500;  576800;  568300;   40500;   24700;   49100;  322900;  512900;  124700;  572400;  570200;  568300;   39000;   64500;   37400;
  308600;  504900;   91100;  651500;  577300;  569800;   45300;   24700;   47300;  324500;  497700;  124800;  569300;  604400;  572800;   42000;   66600;   37500;
  308300;  536900;   87900;  580500;  584100;  574300;   49200;   25300;   49300;  327100;  499600;  125200;  581300;  614300;  568900;   40800;   67000;   38000;
  311100;  510800;   88100;  573600;  578000;  577700;   40200;   25300;   46800;  329300;  510800;  126400;  570000;  582900;  571800;   40300;   75000;   36800;
  337600;  573500;   88700;  579500;  580400;  584500;   39600;   25600;   46800;  327200;  513800;  125800;  574800;  594300;  576800;   38500;   64400;   37600;
  316400;  556200;   92200;  677100;  580000;  584800;   46900;   25200;   47500;  328900;  493300;  125900;  578400;  588100;  578200;   38800;   66400;   41000;
  324900;  576500;   88900;  579900;  591800;  573800;   39800;   28800;   46400;  325000;  543800;  126200;  583300;  598900;  574000;   41700;   67700;   36600;
  333100;  571600;   89200;  577800;  592000;  575700;   43300;   25500;   53200;  328200;  550600;  126900;  582600;  588300;  579700;   40800;   69600;   37800;
  330400;  589100;   89500;  583100;  588400;  582300;   40800;   37500;   47700;  329400;  540000;  126900;  579300;  582200;  575500;   45600;   69100;   38000;
  329700;  575800;   89900;  576600;  595100;  579100;   40600;   24800;   49600;  332200;  546500;  127100;  581000;  588400;  579900;   46900;   63600;   37300;
  330100;  566900;   90000;  586100;  584500;  580000;   39000;   25200;   46600;  331600;  632200;  128700;  592300;  584500;  596900;   43900;   64200;   36100;
  331700;  525500;   96600;  578300;  592400;  582800;   45400;   24400;   47600;  333200;  539900;  127800;  608000;  600000;  586200;   39300;   64500;   47800;
  334800;  520900;   90500;  582400;  672200;  582800;   60100;   27800;   48300;  331900;  591300;  128100;  609300;  596300;  586600;   40100;   64900;   36300;
  324900;  519900;   91700;  584700;  591600;  585100;   56600;   25000;   32800;  333600;  545900;  128300;  585000;  596600;  592600;   38700;   65800;   37000;
  324000;  518200;   90500;  587000;  595900;  587700;   56500;   24800;   22500;  334300;  598000;  128300;  705300;  618500;  589400;   41400;   67400;   36600;
  323300;  528300;   92700;  587800;  605800;  587100;   50200;   25000;   22600;  334400;  608900;  129400;  598100;  630400;  586900;   42800;   62500;   36100;
  671100;  537100;   92900;  587100;  591700;  588000;   41500;   25000;   22700;  338400;  515200;  129100;  611400;  624900;  588000;   40000;   62000;   37700;
  458300;  522600;   92200;  590000;  601400;  593800;   39400;   24900;   21700;  338000;  523600;  129200;  618800;  638000;  593600;   41500;   63000;   37200;
  324400;  523400;   98700;  592600;  599700;  594400;   40200;   24600;   22800;  341200;  518800;  125300;  594900;  631300;  590600;   40400;   68800;   38400;
  337000;  523900;   96400;  593400;  604300;  593800;   41700;   25300;   34400;  339400;  525900;  106700;  594600;  638800;  593400;   40000;   63300;   37900;
  488600;  559800;   92100;  596900;  606200;  592800;   53700;   25200;   24200;  338000;  531500;  106800;  597200;  638800;  601900;   40100;   65400;   41100;
  343700;  578700;   93700;  594500;  603000;  597700;   49800;   25100;   27000;  340800;  518200;  107200;  606500;  633200;  592700;   40300;   65400;   39200;
  386700;  587900;   94000;  599500;  612800;  600200;   44900;   25300;   22900;  342100;  537200;  107800;  607600;  699800;  598400;   40900;   63100;   38300;
  375600;  608600;   92800;  603400;  604300;  597800;   42200;   25700;   24200;  342900;  524600;  108300;  612200;  642000;  612200;   42300;   66500;   37100;
  344600;  562900;   93100;  596400;  609100;  641300;   40900;   25400;   22600;  344700;  524900;  114100;  690400;  620900;  596200;   42700;   68100;   38100;
  343700;  571100;   93300;  602100;  628800;  628600;   44800;   25400;   25200;  345700;  526900;  111000;  665200;  636300;  602700;   39000;   68600;   37400;
  341000;  526600;   93300;  605100;  609000;  603600;   39600;   25600;   21700;  349300;  547400;  147300;  661900;  642900;  601700;   43600;   51800;   37800;
  344200;  536500;   95900;  629800;  613900;  608300;   47100;   25300;   22800;  344200;  528700;  134600;  656700;  638800;  604200;   39700;   57400;   37300;
  332800;  535100;   94400;  604800;  613300;  607900;   46000;   25900;   23100;  345600;  535000;  108900;  675300;  640300;  606200;   42000;   52300;   39000;
  327900;  581800;   93900;  608200;  616300;  612200;   39600;   25900;   22500;  348000;  540100;  110700;  639800;  645800;  607000;   45200;   60500;   41500;
  330000;  546600;   94100;  610500;  617700;  608500;   41700;   24800;   22100;  347500;  545800;  115300;  607400;  639200;  610700;   43600;   57500;   38000;
  333100;  555300;   96000;  611100;  628800;  610000;   42500;   25300;   34200;  347900;  528500;  124600;  615600;  614700;  609400;   41400;   43100;   37600;
  335100;  546800;  102400;  611600;  625500;  610000;   41200;   25700;   33600;  349500;  525300;  130500;  609700;  621900;  608600;   42500;   42400;   37100;
  330800;  545400;   95100;  614600;  619100;  610800;   39400;   25700;   22800;  350800;  538800;  134800;  620700;  620400;  614700;   41200;   53800;   38600;
  333000;  641900;   94900;  611700;  619600;  616500;   43000;   29700;   22500;  350800;  545000;  138800;  622700;  625600;  609100;   44500;   43300;   38100;
  333000;  614100;   95400;  617600;  621500;  627200;   41100;   26200;   23200;  350200;  550600;  130200;  623900;  619700;  615900;   41400;   40600;   36700;
  335700;  619100;   95100;  616100;  624200;  645300;   41600;   26300;   22600;  355200;  547700;  142100;  623300;  633300;  629400;   42300;   41300;   38500;
  335600;  642600;   97600;  625100;  626300;  651100;   45100;   26600;   22700;  352900;  547500;  127600;  622200;  629400;  619600;   41300;   42100;   37100;
  335500;  625700;   96100;  620800;  723600;  668800;   49100;   25000;   24000;  357900;  531300;  179600;  619600;  628600;  618100;   44400;   40300;   38100;
  336000;  631600;   96300;  622000;  648800;  618300;   43000;   25600;   23600;  355500;  535200;  141300;  704800;  635500;  619800;   43000;   41900;   38700;
  349100;  637300;   96600;  622300;  627900;  623700;   40100;   26400;   23100;  355400;  565300;  128100;  677200;  633300;  621800;   41600;   41700;   41400;
  372900;  632700;   96700;  624400;  632600;  622000;   48300;   25300;   26600;  356700;  537300;  177100;  635200;  629800;  624900;   41100;   43000;   38900;
  373200;  632100;   99100;  624600;  635100;  666300;   55100;   32600;   25800;  356500;  544900;  186100;  630200;  639800;  623300;   43000;   42300;   39800;
  337700;  609900;   97100;  629700;  634400;  627300;   42300;   26200;   22900;  357900;  555800;  177600;  626900;  634900;  625400;   41800;   44300;   38300;
  379400;  556200;   97100;  631500;  692100;  630100;   41400;   25800;   24400;  359000;  628400;  178000;  628700;  634100;  629300;   42400;   45500;   41300;
  374500;  558900;   97400;  629200;  945600;  633500;   43000;   25700;   23000;  360800;  545100;  180000;  654600;  693200;  625700;   42700;   45400;   38100;
  383200;  570500;   98800;  634100;  682300;  630800;   45700;   26700;   22500;  362700;  621100;  395900;  843000;  636900;  633000;   43600;   44400;   38800;
  376900;  555600;   98600;  632000;  638000;  629500;   42800;   25800;   23400;  364800;  670700;  164400;  701200;  639900;  637500;   42900;   42900;   37700;
  448900;  614400;   98000;  633100;  650200;  635800;   48100;   26300;   23000;  363000;  601100;  135800;  634500;  645600;  634300;   42400;   43600;   38400;
  350100;  576200;   98600;  634900;  644200;  642800;   40300;   25800;   25200;  376800;  541300;  128700;  644200;  645100;  634600;   43300;   48300;   37900;
  360600;  575800;   98600;  637700;  744100;  657000;   41800;   26100;   23700;  363000;  546800;  114200;  657200;  644500;  636200;   42600;   45100;   37300;
  357900;  553900;   99300;  635900;  701100;  651600;   41800;   26700;   22800;  356900;  559200;  114700;  651100;  651300;  640800;   42000;   42700;   39200;
  365000;  567500;  100600;  666300;  718600;  639300;   44500;   27700;   22100;  368100;  558400;  151400;  645300;  661300;  639100;   41800;   46200;   39700;
  370400;  549200;   99700;  731700;  691800;  643400;   41900;   26400;   22400;  363600;  563700;  159400;  641300;  645800;  638900;   50000;  101500;   37200;
  360100;  574500;   99400;  659900;  679900;  642400;   49700;   26300;   22800;  365500;  566800;  164000;  640800;  653600;  643000;   75400;   74700;   38200;
  367500;  594300;  101600;  656800;  724300;  677500;   47500;   26700;   22800;  372400;  588300;  158000;  647700;  647900;  641200;   59300;   45200;   38600;
  362700;  624200;   99600;  659800;  688100;  883900;   46100;   26600;   22800;  369600;  564100;  174500;  644800;  650100;  647500;   63100;   43800;   40900;
  368500;  619000;  100300;  669300;  687700;  662600;   47900;   26300;   25600;  370500;  566400;  267200;  647000;  678800;  645600;   48800;   43200;   40700;
  369000;  585500;   99700;  668000;  734400;  659100;   46500;   26800;   24300;  508000;  577300;  300300;  651200;  655900;  647000;   46700;   44300;   45000;
  364500;  596000;  100800;  662700;  708900;  652600;   44900;   26900;   27800;  388200;  570700;  171600;  652700;  658000;  652900;   46100;   45600;   41000;
  371000;  580200;  100700;  675100;  764200;  660600;   41800;   27100;   23100;  369500;  550900;  141300;  652500;  659600;  649000;   59000;   43800;   39200;
  374600;  564100;  100900;  681700;  659400;  658000;   43300;   26400;   27500;  374300;  576600;  133900;  660600;  664500;  695800;   81200;   43800;   38900;
  369000;  570700;  102500;  676000;  665900;  654700;   44500;   26300;   24500;  373000;  557100;  322900;  684800;  661200;  664000;   70000;   47300;   38900;
  376500;  692300;  100800;  666900;  664700;  661800;   41400;   27200;   23500;  373500;  566800;  163900;  653000;  663600;  713200;   53000;   41700;   39000;
  376500;  626200;  104100;  672300;  666400;  664100;   52300;   25900;   23400;  377700;  587000;  192600;  662200;  668100;  662200;   45900;   42900;   39500;
  378300;  582500;  102200;  690100;  664900;  659600;   41500;   26800;   23300;  375600;  568700;  173100;  658800;  665900;  690500;   45500;   43900;   38500;
  377800;  634000;  112800;  659700;  700400;  670600;   44000;   30200;   25300;  376600;  578100;  153700;  659900;  669400;  675500;   45000;   42900;   39500;
  381500;  640400;  122900;  665900;  667300;  662400;   42700;   27200;   33400;  379700;  568700;  132300;  660900;  689200;  678500;   45800;   42800;   38700;
  380700;  646000;  101800;  660600;  670500;  662300;   42200;   29400;   32700;  380400;  575800;  133600;  664200;  819100;  697500;   51600;   44200;   40600;
  378800;  624300;  102100;  663800;  672800;  666500;   43400;   26800;   28700;  382000;  595200;  122100;  663900;  681200;  807000;   60100;   44100;   45600;
  359700;  606300;  102100;  669400;  671000;  671500;   43300;   28900;   24300;  381000;  556800;  144800;  667700;  682300;  713200;   68500;   46000;   39200;
